tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
o__[Cerasicoccales],c__Opitutae,order,o__[Cerasicoccales],Root,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__[Cerasicoccales],,,
f__[Cerasicoccaceae],o__[Cerasicoccales],family,f__[Cerasicoccaceae],Root,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__[Cerasicoccales],f__[Cerasicoccaceae],,
g__Orientia,f__Rickettsiaceae,genus,g__Orientia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Orientia,
s__tsutsugamushi,g__Orientia,species,s__tsutsugamushi,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Orientia,s__tsutsugamushi
o__SB-45,c__JS1,order,o__SB-45,Root,k__Bacteria,p__OP9,c__JS1,o__SB-45,,,
s__genitalium,g__Mycoplasma,species,s__genitalium,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__genitalium
s__subflavae1,g__Neisseria,species,s__subflavae1,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__subflavae1
g__MSBL3,f__Verrucomicrobiaceae,genus,g__MSBL3,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__MSBL3,
g__Ophioglossum,f__mitochondria,genus,g__Ophioglossum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Ophioglossum,
s__vulgatum,g__Ophioglossum,species,s__vulgatum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Ophioglossum,s__vulgatum
g__Thermoanaerobacter,f__Thermoanaerobacteraceae,genus,g__Thermoanaerobacter,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Thermoanaerobacter,
g__MB11C04,f__Puniceicoccaceae,genus,g__MB11C04,Root,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Puniceicoccales,f__Puniceicoccaceae,g__MB11C04,
g__Variovorax,f__Comamonadaceae,genus,g__Variovorax,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Variovorax,
c__TK17,p__Chloroflexi,class,c__TK17,Root,k__Bacteria,p__Chloroflexi,c__TK17,,,,
g__Arthronema,f__Pseudanabaenaceae,genus,g__Arthronema,Root,k__Bacteria,p__Cyanobacteria,c__Synechococcophycideae,o__Pseudanabaenales,f__Pseudanabaenaceae,g__Arthronema,
g__Pelargonium,f__mitochondria,genus,g__Pelargonium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Pelargonium,
s__cotyledonis,g__Pelargonium,species,s__cotyledonis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Pelargonium,s__cotyledonis
g__Rubritalea,f__Verrucomicrobiaceae,genus,g__Rubritalea,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Rubritalea,
g__Campylobacter,f__Campylobacteraceae,genus,g__Campylobacter,Root,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,
f__[Entotheonellaceae],o__[Entotheonellales],family,f__[Entotheonellaceae],Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__[Entotheonellales],f__[Entotheonellaceae],,
c__GKS2-174,p__GN02,class,c__GKS2-174,Root,k__Bacteria,p__GN02,c__GKS2-174,,,,
o__Methylacidiphilales,c__[Methylacidiphilae],order,o__Methylacidiphilales,Root,k__Bacteria,p__Verrucomicrobia,c__[Methylacidiphilae],o__Methylacidiphilales,,,
f__LD19,o__Methylacidiphilales,family,f__LD19,Root,k__Bacteria,p__Verrucomicrobia,c__[Methylacidiphilae],o__Methylacidiphilales,f__LD19,,
g__Pelosinus,f__Veillonellaceae,genus,g__Pelosinus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Pelosinus,
s__carbinolicus,g__Pelobacter,species,s__carbinolicus,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Pelobacteraceae,g__Pelobacter,s__carbinolicus
s__coagulans,g__Bacillus,species,s__coagulans,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__coagulans
g__Segniliparus,f__Nocardiaceae,genus,g__Segniliparus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Segniliparus,
s__rotundus,g__Segniliparus,species,s__rotundus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Segniliparus,s__rotundus
p__Hyd24-12,k__Bacteria,phylum,p__Hyd24-12,Root,k__Bacteria,p__Hyd24-12,,,,,
c__WM88,p__Hyd24-12,class,c__WM88,Root,k__Bacteria,p__Hyd24-12,c__WM88,,,,
g__Magnetospirillum,f__Rhodospirillaceae,genus,g__Magnetospirillum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Magnetospirillum,
g__HTCC2207,f__Alteromonadaceae,genus,g__HTCC2207,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__HTCC2207,
s__mastitidis,g__Corynebacterium,species,s__mastitidis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__mastitidis
p__WS2,k__Bacteria,phylum,p__WS2,Root,k__Bacteria,p__WS2,,,,,
c__Kazan-3B-09,p__WS2,class,c__Kazan-3B-09,Root,k__Bacteria,p__WS2,c__Kazan-3B-09,,,,
g__Flexibacter,f__Flammeovirgaceae,genus,g__Flexibacter,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Flammeovirgaceae,g__Flexibacter,
p__LCP-89,k__Bacteria,phylum,p__LCP-89,Root,k__Bacteria,p__LCP-89,,,,,
c__SAW1_B44,p__LCP-89,class,c__SAW1_B44,Root,k__Bacteria,p__LCP-89,c__SAW1_B44,,,,
c__[Micrarchaea],p__[Parvarchaeota],class,c__[Micrarchaea],Root,k__Archaea,p__[Parvarchaeota],c__[Micrarchaea],,,,
o__[Micrarchaeles],c__[Micrarchaea],order,o__[Micrarchaeles],Root,k__Archaea,p__[Parvarchaeota],c__[Micrarchaea],o__[Micrarchaeles],,,
c__ANME-1,p__Euryarchaeota,class,c__ANME-1,Root,k__Archaea,p__Euryarchaeota,c__ANME-1,,,,
g__Salisaeta,f__Rhodothermaceae,genus,g__Salisaeta,Root,k__Bacteria,p__Bacteroidetes,c__[Rhodothermi],o__[Rhodothermales],f__Rhodothermaceae,g__Salisaeta,
o__RCP1-48,c__Gammaproteobacteria,order,o__RCP1-48,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__RCP1-48,,,
c__TA18,p__Proteobacteria,class,c__TA18,Root,k__Bacteria,p__Proteobacteria,c__TA18,,,,
o__CV90,c__TA18,order,o__CV90,Root,k__Bacteria,p__Proteobacteria,c__TA18,o__CV90,,,
f__[Leptospirillaceae],o__Nitrospirales,family,f__[Leptospirillaceae],Root,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__[Leptospirillaceae],,
f__Nannocystaceae,o__Myxococcales,family,f__Nannocystaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Nannocystaceae,,
g__Plesiocystis,f__Nannocystaceae,genus,g__Plesiocystis,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Nannocystaceae,g__Plesiocystis,
s__alvi,g__Mycoplasma,species,s__alvi,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__alvi
g__Natronincola_Anaerovirgula,f__Clostridiaceae,genus,g__Natronincola_Anaerovirgula,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Natronincola_Anaerovirgula,
g__Rhodobacter,f__Rhodobacteraceae,genus,g__Rhodobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rhodobacter,
g__Catonella,f__Lachnospiraceae,genus,g__Catonella,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Catonella,
f__[Caldiarchaceae],o__[Caldiarchales],family,f__[Caldiarchaceae],Root,k__Archaea,p__Crenarchaeota,c__Aigarchaeota,o__[Caldiarchales],f__[Caldiarchaceae],,
s__succinicans,g__Flavobacterium,species,s__succinicans,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__succinicans
f__Methanosarcinaceae,o__Methanosarcinales,family,f__Methanosarcinaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,,
g__Methanimicrococcus,f__Methanosarcinaceae,genus,g__Methanimicrococcus,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanimicrococcus,
s__blatticola,g__Methanimicrococcus,species,s__blatticola,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanimicrococcus,s__blatticola
f__Desulfohalobiaceae,o__Desulfovibrionales,family,f__Desulfohalobiaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfohalobiaceae,,
s__ruminantium,g__Selenomonas,species,s__ruminantium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Selenomonas,s__ruminantium
f__NB1-i,o__NB1-j,family,f__NB1-i,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__NB1-i,,
g__Cyanobacterium,f__Cyanobacteriaceae,genus,g__Cyanobacterium,Root,k__Bacteria,p__Cyanobacteria,c__Oscillatoriophycideae,o__Chroococcales,f__Cyanobacteriaceae,g__Cyanobacterium,
g__Cloacibacterium,f__[Weeksellaceae],genus,g__Cloacibacterium,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__[Weeksellaceae],g__Cloacibacterium,
f__WSA2,o__Methanobacteriales,family,f__WSA2,Root,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__WSA2,,
o__NRP-J,c__MBGA,order,o__NRP-J,Root,k__Archaea,p__Crenarchaeota,c__MBGA,o__NRP-J,,,
f__Methanoregulaceae,o__Methanomicrobiales,family,f__Methanoregulaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoregulaceae,,
f__Isosphaeraceae,o__Gemmatales,family,f__Isosphaeraceae,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Isosphaeraceae,,
s__bacterium,g__Vibrio,species,s__bacterium,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,s__bacterium
o__IF025,c__GN05,order,o__IF025,Root,k__Bacteria,p__Spirochaetes,c__GN05,o__IF025,,,
o__Thermoproteales,c__Thermoprotei,order,o__Thermoproteales,Root,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,,,
f__Thermofilaceae,o__Thermoproteales,family,f__Thermofilaceae,Root,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermofilaceae,,
g__Flammeovirga,f__Flammeovirgaceae,genus,g__Flammeovirga,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Flammeovirgaceae,g__Flammeovirga,
f__Nocardiopsaceae,o__Actinomycetales,family,f__Nocardiopsaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiopsaceae,,
g__Nocardiopsis,f__Nocardiopsaceae,genus,g__Nocardiopsis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiopsaceae,g__Nocardiopsis,
s__exhalans,g__Nocardiopsis,species,s__exhalans,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiopsaceae,g__Nocardiopsis,s__exhalans
o__PHOS-HD29,c__TA18,order,o__PHOS-HD29,Root,k__Bacteria,p__Proteobacteria,c__TA18,o__PHOS-HD29,,,
p__[Caldithrix],k__Bacteria,phylum,p__[Caldithrix],Root,k__Bacteria,p__[Caldithrix],,,,,
c__KSB1,p__[Caldithrix],class,c__KSB1,Root,k__Bacteria,p__[Caldithrix],c__KSB1,,,,
o__GW-22,c__KSB1,order,o__GW-22,Root,k__Bacteria,p__[Caldithrix],c__KSB1,o__GW-22,,,
g__Pseudidiomarina,f__Idiomarinaceae,genus,g__Pseudidiomarina,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__Pseudidiomarina,
o__MWH-UniP1,c__Betaproteobacteria,order,o__MWH-UniP1,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__MWH-UniP1,,,
g__Dialister,f__Veillonellaceae,genus,g__Dialister,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Dialister,
g__BD2-6,f__[Thermodesulfovibrionaceae],genus,g__BD2-6,Root,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__[Thermodesulfovibrionaceae],g__BD2-6,
s__shigelloides,g__Plesiomonas,species,s__shigelloides,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Plesiomonas,s__shigelloides
g__Halolamina,f__Halobacteriaceae,genus,g__Halolamina,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halolamina,
f__Thermoactinomycetaceae,o__Bacillales,family,f__Thermoactinomycetaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Thermoactinomycetaceae,,
o__Nitriliruptorales,c__Nitriliruptoria,order,o__Nitriliruptorales,Root,k__Bacteria,p__Actinobacteria,c__Nitriliruptoria,o__Nitriliruptorales,,,
f__Nitriliruptoraceae,o__Nitriliruptorales,family,f__Nitriliruptoraceae,Root,k__Bacteria,p__Actinobacteria,c__Nitriliruptoria,o__Nitriliruptorales,f__Nitriliruptoraceae,,
f__Alicyclobacillaceae,o__Bacillales,family,f__Alicyclobacillaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,,
g__Morganella,f__Enterobacteriaceae,genus,g__Morganella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Morganella,
s__morganii,g__Morganella,species,s__morganii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Morganella,s__morganii
o__KD8-87,c__Gemmatimonadetes,order,o__KD8-87,Root,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__KD8-87,,,
g__Sporosarcina,f__Planococcaceae,genus,g__Sporosarcina,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Sporosarcina,
s__alvei,g__Paenibacillus,species,s__alvei,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__alvei
g__Pseudoramibacter_Eubacterium,f__Eubacteriaceae,genus,g__Pseudoramibacter_Eubacterium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Pseudoramibacter_Eubacterium,
g__Tannerella,f__Porphyromonadaceae,genus,g__Tannerella,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Tannerella,
g__Delftia,f__Comamonadaceae,genus,g__Delftia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Delftia,
g__Aequorivita,f__Flavobacteriaceae,genus,g__Aequorivita,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aequorivita,
o__JH-WHS99,c__Solibacteres,order,o__JH-WHS99,Root,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__JH-WHS99,,,
g__FFCH10602,f__Ktedonobacteraceae,genus,g__FFCH10602,Root,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__FFCH10602,
g__Helicobacter,f__Helicobacteraceae,genus,g__Helicobacter,Root,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,
o__Thiobacterales,c__Betaproteobacteria,order,o__Thiobacterales,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Thiobacterales,,,
g__Limnohabitans,f__Comamonadaceae,genus,g__Limnohabitans,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Limnohabitans,
c__Endomicrobia,p__Elusimicrobia,class,c__Endomicrobia,Root,k__Bacteria,p__Elusimicrobia,c__Endomicrobia,,,,
g__Parvimonas,f__[Tissierellaceae],genus,g__Parvimonas,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Parvimonas,
g__Lachnospira,f__Lachnospiraceae,genus,g__Lachnospira,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospira,
f__Desulfomicrobiaceae,o__Desulfovibrionales,family,f__Desulfomicrobiaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfomicrobiaceae,,
g__Desulfomicrobium,f__Desulfomicrobiaceae,genus,g__Desulfomicrobium,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfomicrobiaceae,g__Desulfomicrobium,
f__SC3-41,o__Acidimicrobiales,family,f__SC3-41,Root,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__SC3-41,,
o__Ellin329,c__Alphaproteobacteria,order,o__Ellin329,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Ellin329,,,
f__Ellin5301,o__Gemmatimonadales,family,f__Ellin5301,Root,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Ellin5301,,
g__Luteolibacter,f__Verrucomicrobiaceae,genus,g__Luteolibacter,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Luteolibacter,
f__Heliobacteriaceae,o__Clostridiales,family,f__Heliobacteriaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Heliobacteriaceae,,
g__Lewinella,f__Saprospiraceae,genus,g__Lewinella,Root,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Saprospiraceae,g__Lewinella,
s__cohaerens,g__Lewinella,species,s__cohaerens,Root,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Saprospiraceae,g__Lewinella,s__cohaerens
o__BSA2B-08,c__Clostridia,order,o__BSA2B-08,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__BSA2B-08,,,
g__Nitrospira,f__Nitrospiraceae,genus,g__Nitrospira,Root,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,
g__Natronocella,f__Ectothiorhodospiraceae,genus,g__Natronocella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Ectothiorhodospiraceae,g__Natronocella,
s__acetinitrilica,g__Natronocella,species,s__acetinitrilica,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Ectothiorhodospiraceae,g__Natronocella,s__acetinitrilica
g__Muricauda,f__Flavobacteriaceae,genus,g__Muricauda,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Muricauda,
o__Natranaerobiales,c__Clostridia,order,o__Natranaerobiales,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Natranaerobiales,,,
c__RF3,p__Tenericutes,class,c__RF3,Root,k__Bacteria,p__Tenericutes,c__RF3,,,,
o__ML615J-28,c__RF3,order,o__ML615J-28,Root,k__Bacteria,p__Tenericutes,c__RF3,o__ML615J-28,,,
p__GN01,k__Bacteria,phylum,p__GN01,Root,k__Bacteria,p__GN01,,,,,
g__Pontibacter,f__Cytophagaceae,genus,g__Pontibacter,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Pontibacter,
f__DHVEG-1,o__E2,family,f__DHVEG-1,Root,k__Archaea,p__Euryarchaeota,c__Thermoplasmata,o__E2,f__DHVEG-1,,
g__Succinivibrio,f__Succinivibrionaceae,genus,g__Succinivibrio,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Succinivibrio,
s__veronii,g__Pseudomonas,species,s__veronii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__veronii
g__Sedimentibacter,f__[Tissierellaceae],genus,g__Sedimentibacter,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Sedimentibacter,
f__Thermoproteaceae,o__Thermoproteales,family,f__Thermoproteaceae,Root,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,,
g__Vulcanisaeta,f__Thermoproteaceae,genus,g__Vulcanisaeta,Root,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,
s__distributa,g__Vulcanisaeta,species,s__distributa,Root,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Vulcanisaeta,s__distributa
c__OP11-4,p__OP11,class,c__OP11-4,Root,k__Bacteria,p__OP11,c__OP11-4,,,,
g__Pontibacillus,f__Bacillaceae,genus,g__Pontibacillus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Pontibacillus,
g__Meiothermus,f__Thermaceae,genus,g__Meiothermus,Root,k__Bacteria,p__[Thermi],c__Deinococci,o__Thermales,f__Thermaceae,g__Meiothermus,
g__Niigata-25,f__Peptococcaceae,genus,g__Niigata-25,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Niigata-25,
g__Halobacteriaceae,f__Halobacteriaceae,genus,g__Halobacteriaceae,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacteriaceae,
s__EB21,g__Halobacteriaceae,species,s__EB21,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacteriaceae,s__EB21
g__Rhodovulum,f__Rhodobacteraceae,genus,g__Rhodovulum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rhodovulum,
g__Natronococcus,f__Halobacteriaceae,genus,g__Natronococcus,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Natronococcus,
g__Candidatus_Blochmannia,f__Enterobacteriaceae,genus,g__Candidatus_Blochmannia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Candidatus_Blochmannia,
g__SHD-231,f__Anaerolinaceae,genus,g__SHD-231,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolinaceae,g__SHD-231,
p__BHI80-139,k__Bacteria,phylum,p__BHI80-139,Root,k__Bacteria,p__BHI80-139,,,,,
s__cryoconitis,g__Pedobacter,species,s__cryoconitis,Root,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__cryoconitis
g__Pseudoruegeria,f__Rhodobacteraceae,genus,g__Pseudoruegeria,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pseudoruegeria,
c__VHS-B5-50,p__SBR1093,class,c__VHS-B5-50,Root,k__Bacteria,p__SBR1093,c__VHS-B5-50,,,,
g__Actinotalea,f__Cellulomonadaceae,genus,g__Actinotalea,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Cellulomonadaceae,g__Actinotalea,
g__Rhodocytophaga,f__Cytophagaceae,genus,g__Rhodocytophaga,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Rhodocytophaga,
c__CK-1C4-19,p__Tenericutes,class,c__CK-1C4-19,Root,k__Bacteria,p__Tenericutes,c__CK-1C4-19,,,,
o__LD1-PA13,c__PRR-12,order,o__LD1-PA13,Root,k__Bacteria,p__WS3,c__PRR-12,o__LD1-PA13,,,
o__T8-B82,c__ODP123,order,o__T8-B82,Root,k__Bacteria,p__Planctomycetes,c__ODP123,o__T8-B82,,,
f__Sulfobacillaceae,o__Clostridiales,family,f__Sulfobacillaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Sulfobacillaceae,,
g__Sulfobacillus,f__Sulfobacillaceae,genus,g__Sulfobacillus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Sulfobacillaceae,g__Sulfobacillus,
